hold_strength,delay,policy,seed,turns,moves,stale_conflicts,mean_phase_error,p95_phase_error,mean_extra_hold,full_board,blue_win,yellow_win
1,2,queue_aware,2026193212,49,49,0,1.0243286263193085,2.518574732335592,0.8367346938775511,True,False,True
1,2,blind_delay,2026193213,87,49,38,1.3825557253578697,2.9856379419673233,0.5918367346938775,True,True,False
1,2,queue_aware,2026193213,49,49,0,1.265068236455188,2.887599647530416,0.5510204081632653,True,True,False
1,2,blind_delay,2026193214,87,49,38,1.1924223992650926,2.7378088244596124,0.14285714285714285,True,True,False
1,2,queue_aware,2026193214,49,49,0,1.123085802238631,2.6726205985516853,0.14285714285714285,True,False,True
1,3,blind_delay,2026203200,87,49,38,1.2458401506709313,2.37962734788351,0.7551020408163265,True,True,False
1,3,queue_aware,2026203200,49,49,0,1.1834450058539419,2.437572529981765,0.7346938775510204,True,True,False
1,3,blind_delay,2026203201,91,49,42,1.2523709912636491,2.671415790214591,0.7142857142857143,True,True,False
1,3,queue_aware,2026203201,49,49,0,1.025739824826363,2.2106767710139272,0.5714285714285714,True,True,False
1,3,blind_delay,2026203202,90,49,41,1.2562568756365322,2.8474058392824273,0.5510204081632653,True,True,False
1,3,queue_aware,2026203202,49,49,0,1.2110442493348315,2.7823791807356995,0.4489795918367347,True,False,True
1,3,blind_delay,2026203203,83,49,34,1.1732592916080151,2.868977080283149,0.46938775510204084,True,True,False
1,3,queue_aware,2026203203,49,49,0,1.1344048523185937,2.345196069273365,0.3877551020408163,True,False,True
1,3,blind_delay,2026203204,89,49,40,1.2254333783665605,2.7164482132879724,0.7755102040816326,True,True,False
1,3,queue_aware,2026203204,49,49,0,1.0980168255204668,2.721262658830493,0.7959183673469388,True,True,False
1,3,blind_delay,2026203205,90,49,41,1.3221677831979657,3.055102130294484,0.4897959183673469,True,False,True
1,3,queue_aware,2026203205,49,49,0,1.120535343416246,2.2434599222603815,0.4897959183673469,True,False,True
1,3,blind_delay,2026203206,97,49,48,1.4030696219061936,2.9029658641075344,0.7755102040816326,True,True,False
1,3,queue_aware,2026203206,49,49,0,1.236016098749532,2.9640807358734507,0.7551020408163265,True,False,True
1,3,blind_delay,2026203207,95,49,46,1.1986765638534618,2.9674905309968533,0.4897959183673469,True,True,False
1,3,queue_aware,2026203207,49,49,0,1.1528332352183788,2.8489141265825277,0.4897959183673469,True,True,False
1,3,blind_delay,2026203208,91,49,42,1.251797901399734,2.884562600029403,0.8163265306122449,True,True,False
1,3,queue_aware,2026203208,49,49,0,1.1237726268710113,2.746617341947,0.7959183673469388,True,True,False
1,3,blind_delay,2026203209,92,49,43,1.1566009432575566,2.640273025105153,0.7551020408163265,True,False,True
1,3,queue_aware,2026203209,49,49,0,1.1805226372704105,2.831356706077655,0.6530612244897959,True,False,True
1,3,blind_delay,2026203210,97,49,48,1.2586616401215638,2.735243590711739,0.30612244897959184,True,True,False
1,3,queue_aware,2026203210,49,49,0,1.1094829420527912,2.3955461449957034,0.3673469387755102,True,True,False
