delay,policy,seed,turns,moves,stale_conflicts,mean_phase_error,p95_phase_error,mean_extra_hold,full_board,blue_win,yellow_win
3,queue_aware,2026103112,49,49,0,1.0390298193353085,2.103351033204906,0.5510204081632653,True,False,True
3,blind_delay,2026103113,97,49,48,1.2091606887313215,2.910063724435808,0.8163265306122449,True,True,False
3,queue_aware,2026103113,49,49,0,1.103717300628331,2.712135713921967,0.8163265306122449,True,False,True
3,blind_delay,2026103114,97,49,48,1.0777196560633042,2.7620684362657277,0.5510204081632653,True,True,False
3,queue_aware,2026103114,49,49,0,1.206590222983159,2.684606986615961,0.5510204081632653,True,False,True
3,blind_delay,2026103115,97,49,48,1.1994181825240926,2.7975174949581842,0.8775510204081632,True,True,False
3,queue_aware,2026103115,49,49,0,1.120645262123633,2.678658673556788,0.8163265306122449,True,False,True
3,blind_delay,2026103116,91,49,42,1.433087599528768,2.8988714000165112,0.9591836734693877,True,True,False
3,queue_aware,2026103116,49,49,0,1.1277872287630935,2.424800181363512,0.8775510204081632,True,True,False
3,blind_delay,2026103117,97,49,48,1.0447839066813525,2.6332421296833806,0.6938775510204082,True,True,False
3,queue_aware,2026103117,49,49,0,1.0762205274415604,2.3755335400524484,0.6938775510204082,True,True,False
3,blind_delay,2026103118,88,49,39,1.0798512131708973,2.793238290193875,0.20408163265306123,True,False,True
3,queue_aware,2026103118,49,49,0,0.9341410526125363,2.260609890845675,0.3469387755102041,True,False,True
3,blind_delay,2026103119,88,49,39,1.2102826924401884,2.569731727009007,0.5918367346938775,True,False,True
3,queue_aware,2026103119,49,49,0,1.148542159645689,2.9535632113402888,0.5102040816326531,True,False,True
3,blind_delay,2026103120,93,49,44,1.16644289569609,3.070826603848917,0.7755102040816326,True,True,False
3,queue_aware,2026103120,49,49,0,1.1192535769244667,2.747071868815986,0.7959183673469388,True,False,True
3,blind_delay,2026103121,89,49,40,1.2140354433887857,2.939992149103677,0.46938775510204084,True,True,False
3,queue_aware,2026103121,49,49,0,1.082948024745546,2.624864714310318,0.5510204081632653,True,False,True
3,blind_delay,2026103122,93,49,44,1.3058385042964766,2.7987146633766105,0.30612244897959184,True,True,False
3,queue_aware,2026103122,49,49,0,1.192380533904352,2.903099684990489,0.3673469387755102,True,False,True
3,blind_delay,2026103123,87,49,38,1.1375780400374573,2.623229922670829,0.6122448979591837,True,True,False
3,queue_aware,2026103123,49,49,0,1.1153714149617848,2.689033630779617,0.673469387755102,True,False,True
3,blind_delay,2026103124,91,49,42,1.1696622315114784,2.8631831817359528,0.5102040816326531,True,True,False
3,queue_aware,2026103124,49,49,0,1.0864384774341804,2.5544828759855234,0.5306122448979592,True,True,False
3,blind_delay,2026103125,97,49,48,1.1389172283160083,2.794351857681428,0.6938775510204082,True,True,False
3,queue_aware,2026103125,49,49,0,0.9898823046396995,2.6892290298608184,0.6122448979591837,True,True,False
3,blind_delay,2026103126,86,49,37,1.180504832441522,2.9225730230065845,0.8163265306122449,True,False,True
3,queue_aware,2026103126,49,49,0,1.1134468119644696,2.8903138043845473,0.8367346938775511,True,False,True
