delay,background_rate,policy,seed,agents,rounds,capacity_per_agent,useful_expected,useful_processed,useful_fresh,useful_stale,useful_delivery_rate,useful_fresh_rate,stale_useful_rate,background_processed,mean_useful_wait,mean_backlog,max_backlog
0,4.0,fifo_blind,2026473909,12,180,2,4320,1441,25,1416,0.3335648148148148,0.01734906315058987,0.9826509368494102,2855,59.28383067314365,4350.572222222222,8594
0,4.0,priority_deduplicating,2026473909,12,180,2,4320,4296,4296,0,0.9944444444444445,1.0,0.0,0,1.0,4350.572222222222,8594
0,4.0,fifo_blind,2026473910,12,180,2,4320,1443,25,1418,0.33402777777777776,0.017325017325017324,0.9826749826749827,2853,60.43173943173943,4343.9111111111115,8523
0,4.0,priority_deduplicating,2026473910,12,180,2,4320,4296,4296,0,0.9944444444444445,1.0,0.0,0,1.0,4343.9111111111115,8523
0,4.0,fifo_blind,2026473911,12,180,2,4320,1451,25,1426,0.33587962962962964,0.01722949689869056,0.9827705031013094,2845,60.64782908339077,4355.388888888889,8622
0,4.0,priority_deduplicating,2026473911,12,180,2,4320,4296,4296,0,0.9944444444444445,1.0,0.0,0,1.0,4355.388888888889,8622
0,4.0,fifo_blind,2026473912,12,180,2,4320,1455,27,1428,0.3368055555555556,0.018556701030927835,0.9814432989690721,2841,60.00687285223368,4359.205555555555,8683
0,4.0,priority_deduplicating,2026473912,12,180,2,4320,4296,4296,0,0.9944444444444445,1.0,0.0,0,1.0,4359.205555555555,8683
0,4.0,fifo_blind,2026473913,12,180,2,4320,1465,29,1436,0.33912037037037035,0.019795221843003412,0.9802047781569966,2831,60.129692832764505,4260.205555555555,8408
0,4.0,priority_deduplicating,2026473913,12,180,2,4320,4296,4296,0,0.9944444444444445,1.0,0.0,0,1.0,4260.205555555555,8408
0,4.0,fifo_blind,2026473914,12,180,2,4320,1465,24,1441,0.33912037037037035,0.016382252559726963,0.9836177474402731,2831,59.99317406143345,4264.094444444445,8492
0,4.0,priority_deduplicating,2026473914,12,180,2,4320,4296,4296,0,0.9944444444444445,1.0,0.0,0,1.0,4264.094444444445,8492
0,4.0,fifo_blind,2026473915,12,180,2,4320,1407,24,1383,0.32569444444444445,0.017057569296375266,0.9829424307036247,2889,60.350390902629705,4477.555555555556,8804
0,4.0,priority_deduplicating,2026473915,12,180,2,4320,4296,4296,0,0.9944444444444445,1.0,0.0,0,1.0,4477.555555555556,8804
0,4.0,fifo_blind,2026473916,12,180,2,4320,1449,26,1423,0.33541666666666664,0.017943409247757072,0.9820565907522429,2847,59.196687370600415,4419.988888888889,8831
0,4.0,priority_deduplicating,2026473916,12,180,2,4320,4296,4296,0,0.9944444444444445,1.0,0.0,0,1.0,4419.988888888889,8831
0,4.0,fifo_blind,2026473917,12,180,2,4320,1446,25,1421,0.3347222222222222,0.017289073305670817,0.9827109266943291,2850,60.475103734439834,4352.327777777778,8694
0,4.0,priority_deduplicating,2026473917,12,180,2,4320,4296,4296,0,0.9944444444444445,1.0,0.0,0,1.0,4352.327777777778,8694
0,4.0,fifo_blind,2026473918,12,180,2,4320,1448,24,1424,0.3351851851851852,0.016574585635359115,0.9834254143646409,2848,59.87223756906077,4366.2444444444445,8650
0,4.0,priority_deduplicating,2026473918,12,180,2,4320,4296,4296,0,0.9944444444444445,1.0,0.0,0,1.0,4366.2444444444445,8650
0,4.0,fifo_blind,2026473919,12,180,2,4320,1422,24,1398,0.32916666666666666,0.016877637130801686,0.9831223628691983,2874,59.21729957805907,4441.122222222222,8834
0,4.0,priority_deduplicating,2026473919,12,180,2,4320,4296,4296,0,0.9944444444444445,1.0,0.0,0,1.0,4441.122222222222,8834
0,8.0,fifo_blind,2026873900,12,180,2,4320,859,24,835,0.1988425925925926,0.027939464493597205,0.9720605355064028,3437,71.05238649592549,8713.155555555555,17304
0,8.0,priority_deduplicating,2026873900,12,180,2,4320,4296,4296,0,0.9944444444444445,1.0,0.0,0,1.0,8713.155555555555,17304
0,8.0,fifo_blind,2026873901,12,180,2,4320,869,24,845,0.2011574074074074,0.02761795166858458,0.9723820483314154,3427,70.14614499424626,8679.822222222223,17228
0,8.0,priority_deduplicating,2026873901,12,180,2,4320,4296,4296,0,0.9944444444444445,1.0,0.0,0,1.0,8679.822222222223,17228
0,8.0,fifo_blind,2026873902,12,180,2,4320,868,24,844,0.20092592592592592,0.027649769585253458,0.9723502304147466,3428,71.87096774193549,8691.25,17307
0,8.0,priority_deduplicating,2026873902,12,180,2,4320,4296,4296,0,0.9944444444444445,1.0,0.0,0,1.0,8691.25,17307
0,8.0,fifo_blind,2026873903,12,180,2,4320,865,24,841,0.20023148148148148,0.027745664739884393,0.9722543352601156,3431,72.21734104046243,8662.894444444444,17135
0,8.0,priority_deduplicating,2026873903,12,180,2,4320,4296,4296,0,0.9944444444444445,1.0,0.0,0,1.0,8662.894444444444,17135
0,8.0,fifo_blind,2026873904,12,180,2,4320,848,24,824,0.1962962962962963,0.02830188679245283,0.9716981132075472,3448,71.16391509433963,8838.777777777777,17443
0,8.0,priority_deduplicating,2026873904,12,180,2,4320,4296,4296,0,0.9944444444444445,1.0,0.0,0,1.0,8838.777777777777,17443
0,8.0,fifo_blind,2026873905,12,180,2,4320,875,24,851,0.2025462962962963,0.027428571428571427,0.9725714285714285,3421,71.32685714285714,8656.994444444445,17220
0,8.0,priority_deduplicating,2026873905,12,180,2,4320,4296,4296,0,0.9944444444444445,1.0,0.0,0,1.0,8656.994444444445,17220
0,8.0,fifo_blind,2026873906,12,180,2,4320,879,24,855,0.20347222222222222,0.027303754266211604,0.9726962457337884,3417,71.26621160409556,8601.261111111111,17187
0,8.0,priority_deduplicating,2026873906,12,180,2,4320,4296,4296,0,0.9944444444444445,1.0,0.0,0,1.0,8601.261111111111,17187
0,8.0,fifo_blind,2026873907,12,180,2,4320,876,24,852,0.20277777777777778,0.0273972602739726,0.9726027397260274,3420,70.75456621004567,8690.211111111112,17269
0,8.0,priority_deduplicating,2026873907,12,180,2,4320,4296,4296,0,0.9944444444444445,1.0,0.0,0,1.0,8690.211111111112,17269
0,8.0,fifo_blind,2026873908,12,180,2,4320,863,24,839,0.1997685185185185,0.027809965237543453,0.9721900347624566,3433,71.15063731170336,8718.366666666667,17265
0,8.0,priority_deduplicating,2026873908,12,180,2,4320,4296,4296,0,0.9944444444444445,1.0,0.0,0,1.0,8718.366666666667,17265
