delay,policy,seed,agents,rounds,mean_spectral_edge,p95_spectral_edge,mean_abs_spectral_edge,mean_loop_residual,p95_loop_residual,mean_resolvent_norm,mean_single_entry_delta_m,mean_stability_proxy,mean_delta_to_proxy_ratio,mean_derivative_relative_error,mean_receipt_age,mean_disagreement,max_disagreement,spectral_edge_exceedance_rate,state_overshoot_count,high_age_tail,high_loop_tail,high_disagreement_tail
0,blind_delay,2026073609,24,180,0.0,0.0,0.0,0.23529411764705885,0.23529411764705888,0.48507125007266605,0.0,0.0,0.0,0.0,0.0,0.36639754193463975,0.7645010070612939,0.0,0,0,1,0
0,queue_aware,2026073609,24,180,0.0,0.0,0.0,0.23529411764705885,0.23529411764705888,0.48507125007266605,0.0,0.0,0.0,0.0,0.0,0.36639754193463975,0.7645010070612939,0.0,0,0,1,0
0,blind_delay,2026073610,24,180,0.0,0.0,0.0,0.23529411764705885,0.23529411764705888,0.48507125007266605,0.0,0.0,0.0,0.0,0.0,0.357015704164306,0.6521757242053013,0.0,0,0,1,0
0,queue_aware,2026073610,24,180,0.0,0.0,0.0,0.23529411764705885,0.23529411764705888,0.48507125007266605,0.0,0.0,0.0,0.0,0.0,0.357015704164306,0.6521757242053013,0.0,0,0,1,0
0,blind_delay,2026073611,24,180,0.0,0.0,0.0,0.23529411764705885,0.23529411764705888,0.48507125007266605,0.0,0.0,0.0,0.0,0.0,0.35064368662751644,0.5338829469032099,0.0,0,0,1,0
0,queue_aware,2026073611,24,180,0.0,0.0,0.0,0.23529411764705885,0.23529411764705888,0.48507125007266605,0.0,0.0,0.0,0.0,0.0,0.35064368662751644,0.5338829469032099,0.0,0,0,1,0
0,blind_delay,2026073612,24,180,0.0,0.0,0.0,0.23529411764705885,0.23529411764705888,0.48507125007266605,0.0,0.0,0.0,0.0,0.0,0.3554093548992959,0.6316800027457984,0.0,0,0,1,0
0,queue_aware,2026073612,24,180,0.0,0.0,0.0,0.23529411764705885,0.23529411764705888,0.48507125007266605,0.0,0.0,0.0,0.0,0.0,0.3554093548992959,0.6316800027457984,0.0,0,0,1,0
0,blind_delay,2026073613,24,180,0.0,0.0,0.0,0.23529411764705885,0.23529411764705888,0.48507125007266605,0.0,0.0,0.0,0.0,0.0,0.3481239814846768,0.660892888991345,0.0,0,0,1,0
0,queue_aware,2026073613,24,180,0.0,0.0,0.0,0.23529411764705885,0.23529411764705888,0.48507125007266605,0.0,0.0,0.0,0.0,0.0,0.3481239814846768,0.660892888991345,0.0,0,0,1,0
0,blind_delay,2026073614,24,180,0.0,0.0,0.0,0.23529411764705885,0.23529411764705888,0.48507125007266605,0.0,0.0,0.0,0.0,0.0,0.3698303670912773,0.7903798021651468,0.0,0,0,1,0
0,queue_aware,2026073614,24,180,0.0,0.0,0.0,0.23529411764705885,0.23529411764705888,0.48507125007266605,0.0,0.0,0.0,0.0,0.0,0.3698303670912773,0.7903798021651468,0.0,0,0,1,0
